(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(4)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1347)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1348)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1349)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1350)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1351)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1352)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1355)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1357)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1361)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1363)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1365)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1368)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1369)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1372)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1374)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1376)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1378)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1380)), {C=0.0013171759747102212, S=0.0009726680284019065}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1388)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1389)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1392)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1394)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1396)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1398)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1399)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1401)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1405)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1406)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1407)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1410)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1411)), {C=0.0013171759747102212, S=0.0009726680284019065}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1412)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1413)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1414)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1415)), {C=0.0015806111696522655, S=0.0011672016340822876}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1416)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1417)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1418)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1419)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1420)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1422)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1423)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1424)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1425)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1428)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1429)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1434)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1435)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1438)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1439)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1440)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1442)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1444)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1446)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1448)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1450)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1452)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1453)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1455)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1456)), {C=0.0015806111696522655, S=0.0011672016340822876}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1457)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1458)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1459)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1460)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1461)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1464)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1465)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1470)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1471)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1472)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1474)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1477)), {C=0.0014488935721812435, S=0.001069934831242097}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1479)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1480)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1482)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1485)), {C=0.0011854583772391992, S=0.0008754012255617158}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1490)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1492)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1493)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1494)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1497)), {C=0.0014488935721812435, S=0.001069934831242097}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1498)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1504)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1507)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1508)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1511)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1512)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1514)), {C=0.0013171759747102212, S=0.0009726680284019065}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1515)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1518)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1519)), {C=0.0009220231822971548, S=0.0006808676198813345}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1522)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1523)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1528)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1529)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1530)), {C=0.0010537407797681772, S=0.0007781344227215252}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1533)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1534)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1535)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1536)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1539)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1540)), {C=0.0007903055848261328, S=0.0005836008170411438}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1541)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1549)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1552)), {C=0.0006585879873551106, S=0.00048633401420095323}
(education(Partial High School))(house_owner(N))(marital_status(S)) --> (buy(1556)), {C=0.0007903055848261328, S=0.0005836008170411438}
