(age_group(MiddleAdults))(house_owner(N)) --> (buy(3)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(467)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(468)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(469)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(472)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(475)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(476)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(477)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(479)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(480)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(482)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(483)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(484)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(485)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(486)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(487)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(488)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(489)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(492)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(493)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(494)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(495)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(497)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(499)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(500)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(502)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(503)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(506)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(507)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(508)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(509)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(512)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(514)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(516)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(519)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(522)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(523)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(524)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(528)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(529)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(531)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(532)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(535)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(536)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(538)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(540)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(542)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(543)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(544)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(545)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(548)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(549)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(551)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(552)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(554)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(556)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(559)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(560)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(561)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(562)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(563)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(564)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(565)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(567)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(568)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(572)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(573)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(576)), {C=0.002015759574857981, S=0.001069934831242097}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(580)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(581)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(584)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(585)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(587)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(588)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(589)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(591)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(592)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(593)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(594)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(595)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(596)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(597)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(599)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(602)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(603)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(604)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(605)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(606)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(607)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(612)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(613)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(614)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(616)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(617)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(619)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(620)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(621)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(623)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(626)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(631)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(632)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(633)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(635)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(638)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(639)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(642)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(643)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(644)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(645)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(646)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(648)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(650)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(651)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(652)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(653)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(654)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(656)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(658)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(659)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(660)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(662)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(663)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(666)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(668)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(670)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(671)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(672)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(673)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(674)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(677)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(678)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(679)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(680)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(681)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(683)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(685)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(687)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(688)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(691)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(692)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(693)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(694)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(695)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(696)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(699)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(700)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(705)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(706)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(710)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(712)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(716)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(718)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(719)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(720)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(723)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(724)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(725)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(726)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(727)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(728)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(729)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(733)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(734)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(736)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(740)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(741)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(746)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(747)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(751)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(757)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(764)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(765)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(766)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(768)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(770)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(772)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(773)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(778)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(779)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(780)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(783)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(784)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(787)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(789)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(795)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(797)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(800)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(801)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(803)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(804)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(805)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(808)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(809)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(813)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(814)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(817)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(818)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(819)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(821)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(822)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(823)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(825)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(826)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(827)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(829)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(830)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(837)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(838)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(840)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(841)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(843)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(844)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(846)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(848)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(852)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(854)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(856)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(858)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(859)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(860)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(862)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(864)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(865)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(867)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(868)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(869)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(870)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(871)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(872)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(874)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(876)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(877)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(879)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(882)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(883)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(885)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(887)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(889)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(890)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(892)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(893)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(894)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(897)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(898)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(900)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(901)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(902)), {C=0.001282756093091442, S=0.0006808676198813345}
