(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(3)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1284)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1288)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1291)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1292)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1293)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1295)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1298)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1299)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1301)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1302)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1305)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1310)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1311)), {C=0.0010998680158380994, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1312)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1313)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1316)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1318)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1319)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1322)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1323)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1328)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1329)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1330)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1331)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1332)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1333)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1334)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1335)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1336)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1339)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1342)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1344)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1348)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1349)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1350)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1352)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1359)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1361)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1362)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1365)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1368)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1372)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1373)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1376)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1377)), {C=0.0012098548174219095, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1378)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1379)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1382)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1383)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1384)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1385)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1386)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1387)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1388)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1389)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1390)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1391)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1392)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1396)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1398)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1401)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1403)), {C=0.0010998680158380994, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1404)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1407)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1408)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1409)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1411)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1412)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1413)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1415)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1417)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1418)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1419)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1421)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1423)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1425)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1426)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1429)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1432)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1433)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1434)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1435)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1438)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1441)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1443)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1445)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1446)), {C=0.0013198416190057193, S=0.0011672016340822876}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1447)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1448)), {C=0.0010998680158380994, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1449)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1450)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1451)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1453)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1454)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1456)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1457)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1458)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1461)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1463)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1464)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1465)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1467)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1468)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1470)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1471)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1472)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1478)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1479)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1480)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1482)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1484)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1485)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1486)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1487)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1490)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1491)), {C=0.0010998680158380994, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1493)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1494)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1495)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1496)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1498)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1499)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1500)), {C=0.0009898812142542896, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1501)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1502)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1503)), {C=0.0015398152221733391, S=0.001361735239762669}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1509)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1511)), {C=0.0012098548174219095, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1513)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1516)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1518)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1522)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1523)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1528)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1529)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1532)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1533)), {C=0.0010998680158380994, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1534)), {C=0.0008798944126704796, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1535)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1536)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1539)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1541)), {C=0.0006599208095028596, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1546)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1547)), {C=0.0007699076110866696, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1551)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1553)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1554)), {C=0.0005499340079190497, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($50K - $70K)) --> (buy(1557)), {C=0.0005499340079190497, S=0.00048633401420095323}
