(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(2)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1182)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1183)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1184)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1185)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1186)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1187)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1188)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1189)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1190)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1191)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1192)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1193)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1194)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1195)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1197)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1198)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1199)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1200)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1201)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1202)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1203)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1204)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1205)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1206)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1207)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1208)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1209)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1210)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1211)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1213)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1214)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1215)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1216)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1217)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1218)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1219)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1220)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1221)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1222)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1223)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1224)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1225)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1226)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1227)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1228)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1229)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1230)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1231)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1232)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1233)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1234)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1235)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1236)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1237)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1238)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1239)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1241)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1242)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1243)), {C=0.0017204301075268817, S=0.0015562688454430504}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1244)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1245)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1246)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1247)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1248)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1249)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1250)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1251)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1252)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1253)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1254)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1255)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1256)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1257)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1258)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1259)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1260)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1261)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1262)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1263)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1265)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1266)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1267)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1268)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1269)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1271)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1272)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1273)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1274)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1275)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1276)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1277)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1278)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1279)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1280)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1281)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1282)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1283)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1285)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1287)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1288)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1289)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1290)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1291)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1292)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1293)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1294)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1295)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1296)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1297)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1298)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1299)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1300)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1301)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1302)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1303)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1304)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1305)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1306)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1307)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1308)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1309)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1310)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1311)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1312)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1313)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1314)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1315)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1316)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1317)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1318)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1319)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1320)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1321)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1322)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1323)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1324)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1325)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1326)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1327)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1330)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1331)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1332)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1333)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1334)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1335)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1336)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1337)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1338)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1339)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1340)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1341)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1342)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1343)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1344)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1345)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1346)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1347)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1348)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1349)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1350)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1351)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1352)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1353)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1354)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1355)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1356)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1357)), {C=0.0018279569892473118, S=0.001653535648283241}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1358)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1359)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1360)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1361)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1362)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1363)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1364)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1365)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1366)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1367)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1368)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1369)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1370)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1371)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1372)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1373)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1374)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1375)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1376)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1377)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1378)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1379)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1380)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1381)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1382)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1383)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1384)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1385)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1386)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1387)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1388)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1389)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1390)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1391)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1392)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1393)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1394)), {C=0.002150537634408602, S=0.001945336056803813}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1395)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1396)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1397)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1398)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1399)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1400)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1401)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1402)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1403)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1404)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1405)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1406)), {C=0.0008602150537634409, S=0.0007781344227215252}
