(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(3)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1382)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1383)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1384)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1385)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1387)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1392)), {C=0.0011870076615949066, S=0.001069934831242097}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1394)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1397)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1398)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1402)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1403)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1406)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1407)), {C=0.0012949174490126253, S=0.0011672016340822876}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1409)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1411)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1412)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1414)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1417)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1419)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1422)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1423)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1424)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1425)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1428)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1429)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1431)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1433)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1434)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1437)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1438)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1439)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1442)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1443)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1444)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1445)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1446)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1447)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1448)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1452)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1453)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1454)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1456)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1459)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1461)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1462)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1463)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1464)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1466)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1468)), {C=0.0010790978741771879, S=0.0009726680284019065}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1469)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1470)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1471)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1472)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1473)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1476)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1478)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1479)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1480)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1481)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1483)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1485)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1487)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1488)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1490)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1491)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1492)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1494)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1495)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1496)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1498)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1500)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1501)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1502)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1503)), {C=0.0011870076615949066, S=0.001069934831242097}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1505)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1506)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1518)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1521)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1527)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1529)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1532)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1533)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1534)), {C=0.0006474587245063126, S=0.0005836008170411438}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1535)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1541)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1542)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1547)), {C=0.0008632782993417504, S=0.0007781344227215252}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1548)), {C=0.0009711880867594692, S=0.0008754012255617158}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1552)), {C=0.0005395489370885939, S=0.00048633401420095323}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1553)), {C=0.0007553685119240315, S=0.0006808676198813345}
(gender(Female))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1557)), {C=0.0005395489370885939, S=0.00048633401420095323}
