(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(6)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1473)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1474)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1479)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1483)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1488)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1491)), {C=0.0014301036825169824, S=0.0011672016340822876}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1492)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1494)), {C=0.0010725777618877368, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1497)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1498)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1499)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1501)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1503)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1505)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1506)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1507)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1508)), {C=0.0009534024550113217, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1511)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1514)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1516)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1519)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1520)), {C=0.0008342271481349064, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1521)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1526)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1530)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1536)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1539)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1540)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1541)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1546)), {C=0.0005958765343820761, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1547)), {C=0.0007150518412584912, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1549)), {C=0.0007150518412584912, S=0.0005836008170411438}
