(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(2)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1023)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1026)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1028)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1029)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1030)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1031)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1036)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1038)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1042)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1045)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1046)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1048)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1052)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1053)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1054)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1055)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1058)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1059)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1060)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1061)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1062)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1063)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1064)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1065)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1066)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1067)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1069)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1072)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1073)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1074)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1075)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1076)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1077)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1078)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1080)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1082)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1083)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1086)), {C=0.0014526438117373622, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1087)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1088)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1089)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1090)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1091)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1092)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1095)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1097)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1099)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1100)), {C=0.0014526438117373622, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1102)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1106)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1107)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1121)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1123)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1124)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1126)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1127)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1128)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1129)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1132)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1133)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1134)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1135)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1136)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1138)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1140)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1141)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1143)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1148)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1149)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1150)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1152)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1153)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1154)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1156)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1158)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1159)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1161)), {C=0.0015979081929110984, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1162)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1163)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1165)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1166)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1168)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1169)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1173)), {C=0.0017431725740848344, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1177)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1179)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1183)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1185)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1190)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1191)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1192)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1196)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1198)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1201)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1202)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1206)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1208)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1209)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1212)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1213)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1215)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1218)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1219)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1222)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1223)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1226)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1227)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1228)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1233)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1235)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1237)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1238)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1240)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1241)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1243)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1245)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1246)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1247)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1248)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1249)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1250)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1251)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1252)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1254)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1261)), {C=0.0014526438117373622, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1262)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1265)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1266)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1268)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1270)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1271)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1273)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1274)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1275)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1276)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1278)), {C=0.0014526438117373622, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1279)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1280)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1281)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1282)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1283)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1288)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1291)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1292)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1294)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1298)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1299)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1300)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1305)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1306)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1307)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1308)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1314)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1317)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1319)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1320)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1322)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1323)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1324)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1328)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1329)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1331)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1336)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1338)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1340)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1341)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1343)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1344)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1347)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1349)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1350)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1351)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1352)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1353)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1355)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1356)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1358)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1359)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1360)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1364)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1365)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1367)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1368)), {C=0.0007263219058686811, S=0.00048633401420095323}
