(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(4)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(201)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(202)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(212)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(220)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(225)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(227)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(236)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(244)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(265)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(269)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(271)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(274)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(280)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(293)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(298)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(304)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(311)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(312)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(322)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(328)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(329)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(333)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(334)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(338)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(341)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(343)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(351)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(356)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(358)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(359)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(366)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(368)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(375)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(384)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(386)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(394)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(420)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(421)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(422)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(423)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(426)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(428)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(432)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(438)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(439)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(440)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(441)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(443)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(448)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(456)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(458)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(465)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(469)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(472)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(475)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(479)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(480)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(485)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(493)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(499)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(502)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(520)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(529)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(542)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(562)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(576)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(592)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(599)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(602)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(608)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(609)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(614)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(616)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(619)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(623)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(629)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(632)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(638)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(639)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(642)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(649)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(654)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(657)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(658)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(659)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(661)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(666)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(667)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(681)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(689)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(696)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(705)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(716)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(721)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(723)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(727)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(728)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(730)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(736)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(746)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(747)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(751)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(757)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(766)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(776)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(785)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(814)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(819)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(822)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(835)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(837)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(841)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(847)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(852)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(854)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(856)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(860)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(865)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(872)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(882)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(883)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(887)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(892)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(893)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(902)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(903)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(906)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(915)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(919)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(923)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(928)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(930)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(931)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(938)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(940)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(954)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(958)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(969)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(971)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(976)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(982)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(984)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(989)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(991)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(992)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(996)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1000)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1006)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1015)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1021)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1024)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1031)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1041)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1044)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1046)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1053)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1054)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1070)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1084)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1089)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1103)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1104)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1109)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1110)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1117)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1136)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1145)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1150)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1154)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1159)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1167)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1169)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1177)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1184)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1188)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1192)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1195)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1198)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1202)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1204)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1206)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1207)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1209)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1212)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1219)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1223)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1224)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1227)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1230)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1234)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1236)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1239)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1242)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1248)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1254)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1265)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1272)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1274)), {C=0.0006202832626899617, S=0.0005836008170411438}
