(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(2)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1490)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1492)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1493)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1494)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1495)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1497)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1499)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1502)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1511)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1512)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1514)), {C=0.000819672131147541, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1515)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1518)), {C=0.0010245901639344263, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1522)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1528)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1530)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1531)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1534)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1537)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1540)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1542)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1543)), {C=0.0007172131147540983, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1547)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1549)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1553)), {C=0.0006147540983606557, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1556)), {C=0.0005122950819672131, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(marital_status(S)) --> (buy(1558)), {C=0.0005122950819672131, S=0.00048633401420095323}
