(country(USA))(age_group(YoungAdults)) --> (buy(2)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(799)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(800)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(801)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(802)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(803)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(804)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(805)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(806)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(807)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(808)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(809)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(810)), {C=0.0006264879087833605, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults)) --> (buy(811)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(812)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(813)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(814)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(815)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(816)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(817)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(818)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(819)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(820)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(821)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(822)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(823)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(824)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(825)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(826)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(827)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(828)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(829)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(830)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(831)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(832)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(834)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(835)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(836)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(837)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(838)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(839)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(840)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(841)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(842)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(843)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(844)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(845)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(846)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(847)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(848)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(849)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(850)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(851)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(852)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(853)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(854)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(855)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(856)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(857)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(858)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(859)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(860)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(861)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(862)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(863)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(864)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(865)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(866)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(867)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(868)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(869)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(870)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(871)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(872)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(873)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(874)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(875)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(876)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(877)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(878)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(879)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(880)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(881)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(882)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(883)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(884)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(885)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(886)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(887)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(888)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(889)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(890)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(891)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(892)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(893)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(894)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(895)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(896)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(897)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(898)), {C=0.0026312492168901144, S=0.0020426028596440037}
(country(USA))(age_group(YoungAdults)) --> (buy(899)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(900)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(901)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(902)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(903)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(904)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(905)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(906)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(907)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(908)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(909)), {C=0.003132439543916803, S=0.0024316700710047662}
(country(USA))(age_group(YoungAdults)) --> (buy(910)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(911)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(912)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(913)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(914)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(915)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(916)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(917)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(918)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(919)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(920)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(921)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(922)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(923)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(924)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(925)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(926)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(927)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(928)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(929)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(930)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(931)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(932)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(933)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(934)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(935)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(936)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(937)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(938)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(939)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(940)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(941)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(942)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(943)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(944)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(945)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(946)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(947)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(948)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(949)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(950)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(951)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(952)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(953)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(954)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(955)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(956)), {C=0.0026312492168901144, S=0.0020426028596440037}
(country(USA))(age_group(YoungAdults)) --> (buy(957)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(958)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(959)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(960)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(961)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(962)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(963)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(964)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(965)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(966)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(967)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(968)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(969)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(970)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(971)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(972)), {C=0.002004761308106754, S=0.0015562688454430504}
(country(USA))(age_group(YoungAdults)) --> (buy(973)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(974)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(975)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(976)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(977)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(978)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(979)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(980)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(981)), {C=0.0006264879087833605, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults)) --> (buy(982)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(983)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(984)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(985)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(986)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(987)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(988)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(989)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(990)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(991)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(992)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(993)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(994)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(995)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(996)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(997)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(998)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(999)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(1000)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(1001)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(1002)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(1003)), {C=0.002255356471620098, S=0.0017508024511234317}
(country(USA))(age_group(YoungAdults)) --> (buy(1004)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(1005)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1006)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(1007)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(1008)), {C=0.0006264879087833605, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults)) --> (buy(1009)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(1010)), {C=0.001002380654053377, S=0.0007781344227215252}
(country(USA))(age_group(YoungAdults)) --> (buy(1011)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1012)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(1013)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(1014)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(1015)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(1016)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(1017)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(1018)), {C=0.0021300588898634258, S=0.001653535648283241}
(country(USA))(age_group(YoungAdults)) --> (buy(1019)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(1020)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(1021)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(1022)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(1023)), {C=0.001252975817566721, S=0.0009726680284019065}
(country(USA))(age_group(YoungAdults)) --> (buy(1024)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(1025)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(1026)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(1028)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(1029)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1030)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(1031)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(1032)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(1033)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1034)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1035)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(1036)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(1037)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(1038)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(1039)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1040)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1041)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1042)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(1043)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1044)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(1045)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(1046)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(1047)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(1048)), {C=0.001127678235810049, S=0.0008754012255617158}
(country(USA))(age_group(YoungAdults)) --> (buy(1049)), {C=0.001378273399323393, S=0.001069934831242097}
(country(USA))(age_group(YoungAdults)) --> (buy(1050)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(1051)), {C=0.0007517854905400326, S=0.0005836008170411438}
(country(USA))(age_group(YoungAdults)) --> (buy(1052)), {C=0.0006264879087833605, S=0.00048633401420095323}
(country(USA))(age_group(YoungAdults)) --> (buy(1053)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(1054)), {C=0.0008770830722967046, S=0.0006808676198813345}
(country(USA))(age_group(YoungAdults)) --> (buy(1055)), {C=0.00238065405337677, S=0.0018480692539636222}
(country(USA))(age_group(YoungAdults)) --> (buy(1056)), {C=0.0017541661445934092, S=0.001361735239762669}
(country(USA))(age_group(YoungAdults)) --> (buy(1057)), {C=0.0018794637263500815, S=0.0014590020426028597}
(country(USA))(age_group(YoungAdults)) --> (buy(1058)), {C=0.0016288685628367374, S=0.0012644684369224784}
(country(USA))(age_group(YoungAdults)) --> (buy(1059)), {C=0.0015035709810800651, S=0.0011672016340822876}
(country(USA))(age_group(YoungAdults)) --> (buy(1060)), {C=0.001002380654053377, S=0.0007781344227215252}
