(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(7)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(17)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(21)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(30)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(41)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(42)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(53)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(55)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(59)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(66)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(82)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(86)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(91)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(96)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(103)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(104)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(108)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(112)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(120)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(130)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(142)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(145)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(149)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(157)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(162)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(168)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(179)), {C=0.0010518934081346423, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(181)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(182)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(183)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(198)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(202)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(215)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(221)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(223)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(226)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(228)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(230)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(236)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(261)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(265)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(268)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(269)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(270)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(271)), {C=0.0010518934081346423, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(284)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(286)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(287)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(292)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(293)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(298)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(322)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(334)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(338)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(340)), {C=0.0010518934081346423, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(343)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(344)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(345)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(348)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(349)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(350)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(358)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(361)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(371)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(375)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(384)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(390)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(394)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(402)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(404)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(406)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(408)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(412)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(423)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(427)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(434)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(436)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(438)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(439)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(441)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(446)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(454)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(457)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(458)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(460)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(469)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(470)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(472)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(475)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(476)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(477)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(479)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(484)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(485)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(492)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(499)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(502)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(504)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(506)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(508)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(525)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(530)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(535)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(536)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(540)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(542)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(543)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(546)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(550)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(560)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(567)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(569)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(576)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(584)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(592)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(593)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(602)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(603)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(604)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(609)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(613)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(614)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(617)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(619)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(623)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(631)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(638)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(639)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(645)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(661)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(662)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(673)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(688)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(691)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(692)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(696)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(712)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(724)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(729)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(741)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(765)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(784)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(787)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(789)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(794)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(795)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(796)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(797)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(801)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(808)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(814)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(815)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(819)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(822)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(830)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(835)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(838)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(842)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(843)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(844)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(848)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(858)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(873)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(876)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(879)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(882)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(888)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(892)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(897)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(900)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(909)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(928)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(930)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(931)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(933)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(940)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(945)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(946)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(948)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(956)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(958)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(962)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(964)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(965)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(969)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(972)), {C=0.0009350163627863488, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(975)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(984)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(985)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(986)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(987)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(989)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(991)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(995)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(999)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1011)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1012)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1018)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1019)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1020)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1021)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1028)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1029)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1031)), {C=0.000584385226741468, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1032)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1037)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1042)), {C=0.0007012622720897616, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1044)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1050)), {C=0.0008181393174380551, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Bachelors Degree)) --> (buy(1053)), {C=0.000584385226741468, S=0.00048633401420095323}
