(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(3)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(439)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(440)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(441)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(442)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(443)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(445)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(446)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(447)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(448)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(450)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(452)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(453)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(456)), {C=0.0011532695190866107, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(458)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(460)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(462)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(463)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(468)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(472)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(475)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(476)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(477)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(478)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(479)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(480)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(483)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(486)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(488)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(489)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(490)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(492)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(494)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(495)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(497)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(499)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(507)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(508)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(511)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(519)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(521)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(526)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(528)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(529)), {C=0.0011532695190866107, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(536)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(548)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(555)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(556)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(559)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(563)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(564)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(568)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(573)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(575)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(576)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(585)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(587)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(588)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(589)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(590)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(593)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(595)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(597)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(599)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(604)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(608)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(609)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(619)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(620)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(621)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(625)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(626)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(628)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(629)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(632)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(633)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(638)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(642)), {C=0.0012685964709952717, S=0.001069934831242097}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(643)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(644)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(645)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(646)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(648)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(654)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(656)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(660)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(667)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(668)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(670)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(671)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(672)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(673)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(674)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(678)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(681)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(683)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(684)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(689)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(692)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(693)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(696)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(699)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(709)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(712)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(715)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(718)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(725)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(726)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(728)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(733)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(735)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(740)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(744)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(755)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(757)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(760)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(765)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(766)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(778)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(779)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(781)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(785)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(797)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(807)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(815)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(821)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(822)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(825)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(826)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(828)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(830)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(831)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(836)), {C=0.0011532695190866107, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(837)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(838)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(840)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(841)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(852)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(854)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(855)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(858)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(859)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(860)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(862)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(863)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(865)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(870)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(872)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(873)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(874)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(876)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(877)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(878)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(882)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(884)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(891)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(892)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(895)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(896)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(900)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(901)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(902)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(903)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(908)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(915)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(917)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(920)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(922)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(923)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(924)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(928)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(929)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(930)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(938)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(941)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(943)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(944)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(950)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(951)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(954)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(955)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(963)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(964)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(966)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(969)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(976)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(980)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(982)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(983)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(991)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(994)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(998)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1001)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1003)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1005)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1006)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1007)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1009)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1012)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1014)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1019)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1024)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1031)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1038)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1041)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1044)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1045)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1046)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1047)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1049)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1054)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1058)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1061)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1062)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1063)), {C=0.0011532695190866107, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1064)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1065)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1070)), {C=0.0005766347595433053, S=0.00048633401420095323}
