(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(2)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1104)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1109)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1110)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1111)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1112)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1114)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1120)), {C=0.0013385387618516451, S=0.0011672016340822876}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1121)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1123)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1124)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1125)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1126)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1127)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1128)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1129)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1130)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1131)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1133)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1136)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1137)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1138)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1139)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1143)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1145)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1147)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1148)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1150)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1151)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1153)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1154)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1156)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1158)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1159)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1160)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1161)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1162)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1163)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1165)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1166)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1169)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1171)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1172)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1174)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1175)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1176)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1180)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1184)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1191)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1192)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1199)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1200)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1202)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1203)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1204)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1205)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1206)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1208)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1209)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1214)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1218)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1219)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1220)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1221)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1222)), {C=0.0013385387618516451, S=0.0011672016340822876}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1224)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1225)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1226)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1227)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1230)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1231)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1235)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1236)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1237)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1239)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1240)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1241)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1243)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1246)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1248)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1251)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1252)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1253)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1254)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1255)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1256)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1258)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1259)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1260)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1261)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1263)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1264)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1265)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1268)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1270)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1271)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1272)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1273)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1275)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1278)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1279)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1281)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1284)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1285)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1286)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1287)), {C=0.0014500836586726158, S=0.0012644684369224784}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1288)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1291)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1292)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1294)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1295)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1299)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1300)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1301)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1302)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1303)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1305)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1307)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1308)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1310)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1311)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1316)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1317)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1318)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1324)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1325)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1327)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1328)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1329)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1331)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1333)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1335)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1339)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1344)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1346)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1347)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1350)), {C=0.0013385387618516451, S=0.0011672016340822876}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1351)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1352)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1353)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1355)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1356)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1357)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1360)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1362)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1363)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1366)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1368)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1369)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1372)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1373)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1377)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1378)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1379)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1380)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1382)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1383)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1384)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1387)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1389)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1390)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1391)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1392)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1393)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1395)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1396)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1397)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1398)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1399)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1400)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1401)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1403)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1407)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1409)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1410)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1411)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1412)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1413)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1414)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1420)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1423)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1424)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1425)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1426)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1428)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1429)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1430)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1431)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1433)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1434)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1435)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1436)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1437)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1438)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1439)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1441)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1442)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1443)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1444)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1446)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1447)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1448)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1450)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1453)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1454)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1455)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1456)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1457)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1458)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1459)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1461)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1462)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1463)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1467)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1470)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1471)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1473)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1474)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1475)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1476)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1478)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1479)), {C=0.0011154489682097045, S=0.0009726680284019065}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1480)), {C=0.0005577244841048522, S=0.00048633401420095323}
