(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(3)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1501)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1502)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1503)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1506)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1519)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1521)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1523)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1524)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1525)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1527)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1528)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1529)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1530)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1531)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1533)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1535)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1537)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1542)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1543)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1547)), {C=0.0009204336265084885, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1548)), {C=0.0008181632235631009, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1550)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1552)), {C=0.0006136224176723256, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1553)), {C=0.0005113520147269381, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1554)), {C=0.0007158928206177132, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(High School Degree))(marital_status(S)) --> (buy(1558)), {C=0.0006136224176723256, S=0.0005836008170411438}
