(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(877)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(878)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(879)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(880)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(881)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(882)), {C=0.0014707546102500281, S=0.0012644684369224784}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(883)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(884)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(885)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(887)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(888)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(889)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(891)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(892)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(893)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(894)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(895)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(897)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(898)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(899)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(900)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(901)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(902)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(903)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(904)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(905)), {C=0.0021495644303654257, S=0.0018480692539636222}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(906)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(908)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(909)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(910)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(911)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(913)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(914)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(915)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(916)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(917)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(918)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(919)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(921)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(922)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(923)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(925)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(926)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(928)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(929)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(930)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(931)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(933)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(934)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(935)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(936)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(937)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(938)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(939)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(941)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(942)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(943)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(944)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(945)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(946)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(947)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(948)), {C=0.0014707546102500281, S=0.0012644684369224784}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(950)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(951)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(952)), {C=0.001583889580269261, S=0.001361735239762669}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(954)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(956)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(957)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(958)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(959)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(960)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(961)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(962)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(964)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(965)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(966)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(967)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(969)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(970)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(971)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(972)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(974)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(975)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(976)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(978)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(980)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(981)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(982)), {C=0.0014707546102500281, S=0.0012644684369224784}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(984)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(985)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(986)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(987)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(988)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(991)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(992)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(993)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(994)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(995)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(996)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(998)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1000)), {C=0.0014707546102500281, S=0.0012644684369224784}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1001)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1003)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1004)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1005)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1006)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1008)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1010)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1011)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1012)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1013)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1015)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1016)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1017)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1018)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1019)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1021)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1023)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1024)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1025)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1028)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1029)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1032)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1033)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1034)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1036)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1038)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1039)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1040)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1042)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1043)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1044)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1045)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1046)), {C=0.001583889580269261, S=0.001361735239762669}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1047)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1048)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1049)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1050)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1052)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1053)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1054)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1055)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1056)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1058)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1059)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1060)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1061)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1062)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1063)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1066)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1068)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1069)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1070)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1071)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1072)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1073)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1074)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1075)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1076)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1077)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1078)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1081)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1082)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1083)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1084)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1085)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1086)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1087)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1088)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1089)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1091)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1093)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1096)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1098)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1099)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1100)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1101)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1103)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1104)), {C=0.0016970245502884941, S=0.0014590020426028597}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1106)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1108)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1109)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1110)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1111)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1112)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1113)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1115)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1117)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1119)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1120)), {C=0.0014707546102500281, S=0.0012644684369224784}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1121)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1122)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1123)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1124)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1125)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1126)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1127)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1128)), {C=0.001583889580269261, S=0.001361735239762669}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1129)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1130)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1131)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1134)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1136)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1137)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1138)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1139)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1140)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1141)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1144)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1145)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1146)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1147)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1148)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1150)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1151)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1152)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1153)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1155)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1157)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1158)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1159)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1160)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1161)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1162)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1163)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1164)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1165)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1167)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1168)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1169)), {C=0.0007919447901346305, S=0.0006808676198813345}
