(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(4)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(883)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(888)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(890)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(892)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(893)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(894)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(895)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(896)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(898)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(899)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(901)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(902)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(903)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(904)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(906)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(907)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(908)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(909)), {C=0.0015016625549715756, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(910)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(911)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(912)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(913)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(914)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(915)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(916)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(919)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(921)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(922)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(924)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(925)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(926)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(927)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(928)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(931)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(933)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(935)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(936)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(939)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(940)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(941)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(943)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(944)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(945)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(946)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(947)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(948)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(949)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(950)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(951)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(953)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(956)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(961)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(962)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(964)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(965)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(966)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(967)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(968)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(969)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(971)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(973)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(974)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(975)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(976)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(977)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(978)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(980)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(983)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(984)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(985)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(986)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(988)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(992)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(994)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(995)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(996)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(999)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1000)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1002)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1005)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1006)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1007)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1008)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1010)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1011)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1012)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1013)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1014)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1015)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1016)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1018)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1019)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1022)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1023)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1024)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1026)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1029)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1030)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1031)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1032)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1034)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1035)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1036)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1040)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1042)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1043)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1044)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1045)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1048)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1049)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1050)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1052)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1057)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1058)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1062)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1063)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1064)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1065)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1067)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1068)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1070)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1076)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1079)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1081)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1082)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1084)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1085)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1089)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1091)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1092)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1095)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1099)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1100)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1101)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1102)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1106)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1110)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1113)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1114)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1118)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1119)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1122)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1123)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1125)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1126)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1129)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1134)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1136)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1137)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1138)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1139)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1140)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1142)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1145)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1146)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1147)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1148)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1149)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1151)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1154)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1156)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1158)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1162)), {C=0.0013944009439021774, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1163)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1164)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1166)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1167)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1169)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1170)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1171)), {C=0.0008580928885551862, S=0.0007781344227215252}
