(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(2)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(981)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(982)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(983)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(984)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(987)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(989)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(990)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(993)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(994)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(996)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(998)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(999)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1000)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1001)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1002)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1005)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1006)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1007)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1009)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1011)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1012)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1013)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1014)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1015)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1018)), {C=0.0013848817080207732, S=0.0011672016340822876}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1019)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1020)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1022)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1023)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1024)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1026)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1031)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1033)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1034)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1036)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1039)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1041)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1042)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1043)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1044)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1045)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1046)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1047)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1048)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1052)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1055)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1057)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1059)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1062)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1063)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1068)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1071)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1072)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1073)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1075)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1077)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1079)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1080)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1081)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1083)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1084)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1085)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1086)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1087)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1089)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1092)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1093)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1098)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1099)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1101)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1104)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1105)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1106)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1109)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1111)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1115)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1117)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1120)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1122)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1123)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1124)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1126)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1127)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1128)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1131)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1132)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1134)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1135)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1136)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1137)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1138)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1140)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1141)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1142)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1148)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1149)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1153)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1154)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1155)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1157)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1159)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1160)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1161)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1162)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1163)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1165)), {C=0.0015002885170225045, S=0.0012644684369224784}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1166)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1172)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1174)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1175)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1176)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1177)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1180)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1182)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1183)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1184)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1185)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1188)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1190)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1191)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1193)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1195)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1196)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1197)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1198)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1199)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1203)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1205)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1206)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1207)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1208)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1209)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1210)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1211)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1213)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1217)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1218)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1221)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1222)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1225)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1226)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1228)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1229)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1231)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1232)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1233)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1235)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1236)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1238)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1239)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1241)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1242)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1243)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1244)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1245)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1247)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1248)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1249)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1250)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1252)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1255)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1256)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1257)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1259)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1260)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1261)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1262)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1265)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1266)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1267)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1271)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1272)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1275)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1278)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1280)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1282)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1287)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1288)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1289)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1291)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1292)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1297)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1298)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1299)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1300)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1301)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1302)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1303)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1304)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1305)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1307)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1308)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1309)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1314)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1315)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1316)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1319)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1320)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1322)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1325)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1326)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1327)), {C=0.0005770340450086556, S=0.00048633401420095323}
