(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(846)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(847)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(848)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(849)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(850)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(852)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(854)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(855)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(856)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(857)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(858)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(860)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(861)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(862)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(863)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(864)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(865)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(866)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(867)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(868)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(869)), {C=0.0016274275794727134, S=0.0014590020426028597}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(870)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(871)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(872)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(873)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(874)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(876)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(877)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(878)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(879)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(880)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(882)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(883)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(885)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(886)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(887)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(888)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(889)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(890)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(891)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(892)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(893)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(894)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(895)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(896)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(897)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(898)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(900)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(901)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(902)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(903)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(904)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(905)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(906)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(907)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(908)), {C=0.0015189324075078657, S=0.001361735239762669}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(909)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(910)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(911)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(912)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(913)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(914)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(915)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(916)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(917)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(918)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(920)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(923)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(924)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(925)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(926)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(927)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(928)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(929)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(930)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(931)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(932)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(933)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(934)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(935)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(936)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(937)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(938)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(939)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(940)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(941)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(942)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(943)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(945)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(946)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(947)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(948)), {C=0.0020614082673321038, S=0.0018480692539636222}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(949)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(950)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(951)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(952)), {C=0.001735922751437561, S=0.0015562688454430504}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(953)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(954)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(955)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(956)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(958)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(959)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(960)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(962)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(963)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(964)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(965)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(966)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(967)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(968)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(969)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(970)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(971)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(972)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(973)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(974)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(975)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(976)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(977)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(979)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(980)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(981)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(982)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(983)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(984)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(985)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(986)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(987)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(988)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(991)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(992)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(993)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(994)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(995)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(996)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(997)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(998)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(999)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1000)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1002)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1003)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1005)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1006)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1007)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1008)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1009)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1010)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1011)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1012)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1013)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1014)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1016)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1017)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1018)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1019)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1020)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1021)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1022)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1023)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1024)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1025)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1027)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1028)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1029)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1030)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1031)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1032)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1033)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1034)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1036)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1037)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1039)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1040)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1041)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1042)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1043)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1044)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1045)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1046)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1047)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1049)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1050)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1053)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1054)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1055)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1056)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1058)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1059)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1060)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1061)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1062)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1063)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1064)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1065)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1066)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1067)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1068)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1070)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1072)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1073)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1074)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1075)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1076)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1077)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1078)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1079)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1080)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1081)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1082)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1083)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1085)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1086)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1087)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1088)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1089)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1090)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1091)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1092)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1093)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1094)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1095)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1096)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1097)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1099)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1102)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1103)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1104)), {C=0.0007594662037539329, S=0.0006808676198813345}
