(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(7)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1319)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1324)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1337)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1341)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1353)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1356)), {C=0.002002002002002002, S=0.0007781344227215252}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1358)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1367)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1370)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1380)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1389)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1392)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1405)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1406)), {C=0.002002002002002002, S=0.0007781344227215252}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1413)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1415)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1417)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1419)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1420)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1428)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1431)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1432)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1436)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1437)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1443)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1445)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1446)), {C=0.0022522522522522522, S=0.0008754012255617158}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1447)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1452)), {C=0.002002002002002002, S=0.0007781344227215252}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1455)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1462)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1466)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1467)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1474)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1479)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1480)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1483)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1485)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1488)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1491)), {C=0.002002002002002002, S=0.0007781344227215252}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1494)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1495)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1498)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1504)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1514)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1519)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1522)), {C=0.0017517517517517515, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1552)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1553)), {C=0.0012512512512512512, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1555)), {C=0.0015015015015015013, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K)) --> (buy(1556)), {C=0.0012512512512512512, S=0.00048633401420095323}
