(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(2)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1075)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1082)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1084)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1086)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1088)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1091)), {C=0.0009996001599360256, S=0.0009726680284019065}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1100)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1104)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1109)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1110)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1111)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1112)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1113)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1117)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1119)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1120)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1124)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1125)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1127)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1128)), {C=0.0009996001599360256, S=0.0009726680284019065}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1129)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1131)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1136)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1137)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1138)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1140)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1144)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1145)), {C=0.0009996001599360256, S=0.0009726680284019065}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1146)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1147)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1148)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1150)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1151)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1152)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1153)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1155)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1157)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1159)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1160)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1162)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1163)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1164)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1165)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1169)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1170)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1171)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1172)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1176)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1177)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1179)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1180)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1182)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1186)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1188)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1189)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1191)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1192)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1198)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1199)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1204)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1205)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1206)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1207)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1208)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1209)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1211)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1216)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1217)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1219)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1220)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1221)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1222)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1223)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1224)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1226)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1227)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1228)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1229)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1230)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1231)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1232)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1236)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1237)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1238)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1240)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1243)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1245)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1246)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1247)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1248)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1249)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1251)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1253)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1254)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1255)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1257)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1258)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1266)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1268)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1269)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1270)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1276)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1281)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1282)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1284)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1287)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1288)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1289)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1291)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1292)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1295)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1296)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1297)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1298)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1300)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1301)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1302)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1305)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1311)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1312)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1313)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1315)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1316)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1323)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1324)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1325)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1326)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1327)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1328)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1330)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1331)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1332)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1336)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1337)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1339)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1344)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1349)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1351)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1353)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1355)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1357)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1358)), {C=0.0009996001599360256, S=0.0009726680284019065}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1360)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1362)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1363)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1365)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1368)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1372)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1373)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1374)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1376)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1378)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1380)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1381)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1382)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1383)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1384)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1387)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1389)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1390)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1393)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1394)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1395)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1396)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1397)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1400)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1401)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1402)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1403)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1405)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1409)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1410)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1411)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1412)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1416)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1419)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1422)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1423)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1424)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1425)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1426)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1429)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1430)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1431)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1433)), {C=0.0005997600959616154, S=0.0005836008170411438}
