(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(3)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1383)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1385)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1386)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1387)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1388)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1389)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1390)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1391)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1398)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1402)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1403)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1410)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1411)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1413)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1414)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1416)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1417)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1418)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1421)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1425)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1426)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1428)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1429)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1433)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1435)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1436)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1437)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1438)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1439)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1441)), {C=0.0013199868001319986, S=0.0011672016340822876}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1442)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1443)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1445)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1446)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1447)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1448)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1450)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1452)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1453)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1454)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1456)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1458)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1461)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1465)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1467)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1468)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1470)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1471)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1473)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1476)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1477)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1478)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1479)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1484)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1485)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1486)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1487)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1488)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1491)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1494)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1497)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1498)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1500)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1501)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1502)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1503)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1504)), {C=0.000989990100098999, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1505)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1509)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1511)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1513)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1522)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1523)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1524)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1525)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1533)), {C=0.0008799912000879992, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1535)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1536)), {C=0.001099989000109999, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1540)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1541)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1547)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1551)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1553)), {C=0.0005499945000549995, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1554)), {C=0.0007699923000769992, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1556)), {C=0.0006599934000659993, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(marital_status(M)) --> (buy(1557)), {C=0.0006599934000659993, S=0.0005836008170411438}
