(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(5)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1500)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1501)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1503)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1505)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1506)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1510)), {C=0.001001001001001001, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1512)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1513)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1516)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1520)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1524)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1525)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1526)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1530)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1531)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1534)), {C=0.0009009009009009009, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1538)), {C=0.0008008008008008008, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1539)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1545)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1549)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1550)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1552)), {C=0.0006006006006006006, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1553)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1554)), {C=0.0007007007007007007, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1555)), {C=0.0005005005005005005, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(Y))(marital_status(S)) --> (buy(1558)), {C=0.0005005005005005005, S=0.00048633401420095323}
