(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(17)), {C=0.000501002004008016, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1411)), {C=0.000501002004008016, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1413)), {C=0.000501002004008016, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1416)), {C=0.000501002004008016, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1419)), {C=0.0007014028056112223, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1440)), {C=0.0006012024048096192, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1452)), {C=0.0009018036072144289, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1458)), {C=0.000501002004008016, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1467)), {C=0.000501002004008016, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1485)), {C=0.0006012024048096192, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1494)), {C=0.0006012024048096192, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1506)), {C=0.000501002004008016, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1511)), {C=0.0006012024048096192, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1520)), {C=0.000501002004008016, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1538)), {C=0.0006012024048096192, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(1550)), {C=0.0006012024048096192, S=0.0005836008170411438}
