(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(3)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1479)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1480)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1482)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1486)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1487)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1489)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1492)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1494)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1498)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1502)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1503)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1504)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1505)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1509)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1511)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1514)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1518)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1523)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1525)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1530)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1533)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1534)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1535)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1536)), {C=0.0012054647736405037, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1538)), {C=0.0010715242432360033, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1541)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1544)), {C=0.0006697026520225021, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1553)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1554)), {C=0.0009375837128315028, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1555)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1556)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1557)), {C=0.0008036431824270024, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1558)), {C=0.0008036431824270024, S=0.0005836008170411438}
