(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(6)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1291)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1292)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1294)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1297)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1298)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1299)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1300)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1303)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1306)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1308)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1314)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1317)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1319)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1322)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1324)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1325)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1328)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1329)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1331)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1332)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1333)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1336)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1337)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1338)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1339)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1340)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1341)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1342)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1343)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1345)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1347)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1349)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1353)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1354)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1356)), {C=0.001115958202292787, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1360)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1362)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1363)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1364)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1367)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1368)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1369)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1370)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1371)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1375)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1376)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1377)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1378)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1379)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1380)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1383)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1384)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1385)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1387)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1388)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1389)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1394)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1395)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1396)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1398)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1407)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1409)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1411)), {C=0.001115958202292787, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1412)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1413)), {C=0.001115958202292787, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1417)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1419)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1420)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1421)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1423)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1424)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1425)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1426)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1427)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1428)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1429)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1432)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1434)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1437)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1438)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1440)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1441)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1445)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1446)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1447)), {C=0.0010145074566298062, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1448)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1449)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1450)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1451)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1452)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1453)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1456)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1458)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1459)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1460)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1462)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1463)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1465)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1467)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1468)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1469)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1472)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1473)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1474)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1475)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1477)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1479)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1483)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1488)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1489)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1491)), {C=0.0010145074566298062, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1494)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1495)), {C=0.0009130567109668256, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1497)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1498)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1499)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1503)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1505)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1506)), {C=0.0008116059653038451, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1507)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1508)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1511)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1512)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1514)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1516)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1518)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1519)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1520)), {C=0.0007101552196408644, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1521)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1525)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1529)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1530)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1534)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1535)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1539)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1541)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1542)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1544)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1545)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1549)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1550)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1555)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1556)), {C=0.0005072537283149031, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1557)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1558)), {C=0.0006087044739778837, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1559)), {C=0.0005072537283149031, S=0.00048633401420095323}
