(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(2)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1223)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1227)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1230)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1231)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1232)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1234)), {C=0.0012164216928535225, S=0.0011672016340822876}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1235)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1236)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1239)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1242)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1243)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1246)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1250)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1251)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1252)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1254)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1258)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1263)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1265)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1266)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1267)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1270)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1271)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1272)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1273)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1274)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1275)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1276)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1277)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1278)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1281)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1282)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1283)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1285)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1286)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1287)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1288)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1290)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1291)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1293)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1295)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1297)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1298)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1300)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1302)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1304)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1308)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1310)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1313)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1316)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1317)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1319)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1320)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1324)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1325)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1329)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1330)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1332)), {C=0.0011150532184490624, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1335)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1337)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1339)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1340)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1342)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1345)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1346)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1347)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1350)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1353)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1356)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1358)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1359)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1360)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1363)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1366)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1368)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1369)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1370)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1373)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1374)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1376)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1377)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1381)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1382)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1383)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1386)), {C=0.0011150532184490624, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1388)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1389)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1390)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1392)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1393)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1396)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1400)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1401)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1402)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1405)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1406)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1408)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1409)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1411)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1414)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1415)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1416)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1417)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1418)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1419)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1420)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1422)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1423)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1424)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1425)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1426)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1427)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1428)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1429)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1431)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1432)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1433)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1434)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1436)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1437)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1438)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1439)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1440)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1441)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1442)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1443)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1444)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1446)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1447)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1449)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1450)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1452)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1453)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1454)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1455)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1456)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1457)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1458)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1460)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1462)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1463)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1466)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1470)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1472)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1476)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1478)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1488)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1489)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1491)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1492)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1493)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1494)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1495)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1497)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1499)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1501)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1502)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1505)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1506)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1507)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1508)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1509)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1510)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1514)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1517)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1518)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1519)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1520)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1521)), {C=0.0011150532184490624, S=0.001069934831242097}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1522)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1523)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1526)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1530)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1531)), {C=0.0010136847440446021, S=0.0009726680284019065}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1536)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1537)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1539)), {C=0.0006082108464267612, S=0.0005836008170411438}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1540)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1541)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1542)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1543)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1545)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1546)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1547)), {C=0.000912316269640142, S=0.0008754012255617158}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1549)), {C=0.0007095793208312214, S=0.0006808676198813345}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1550)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1552)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1553)), {C=0.0008109477952356818, S=0.0007781344227215252}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1557)), {C=0.0005068423720223011, S=0.00048633401420095323}
(gender(Male))(country(USA))(education(Partial High School))(house_owner(Y)) --> (buy(1558)), {C=0.0005068423720223011, S=0.00048633401420095323}
