(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(2)), {C=0.0008069164265129683, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1519)), {C=0.0008069164265129683, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1520)), {C=0.0009221902017291068, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1522)), {C=0.00069164265129683, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1525)), {C=0.0005763688760806917, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1526)), {C=0.0005763688760806917, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1527)), {C=0.0005763688760806917, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1533)), {C=0.0009221902017291068, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1537)), {C=0.00069164265129683, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1538)), {C=0.0005763688760806917, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1543)), {C=0.001037463976945245, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1544)), {C=0.0005763688760806917, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1546)), {C=0.0008069164265129683, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1549)), {C=0.0005763688760806917, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1550)), {C=0.0005763688760806917, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1552)), {C=0.0005763688760806917, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y))(marital_status(M)) --> (buy(1556)), {C=0.0008069164265129683, S=0.0006808676198813345}
