(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(3)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(358)), {C=0.0011207335710646969, S=0.001069934831242097}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(360)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(362)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(375)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(376)), {C=0.0010188487009679063, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(379)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(385)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(388)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(389)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(390)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(391)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(395)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(397)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(402)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(404)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(406)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(407)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(408)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(410)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(412)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(414)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(415)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(417)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(420)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(424)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(426)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(427)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(430)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(434)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(439)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(446)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(447)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(448)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(450)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(455)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(457)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(462)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(464)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(469)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(472)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(473)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(474)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(476)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(477)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(478)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(479)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(481)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(482)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(483)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(484)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(492)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(493)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(499)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(502)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(508)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(509)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(510)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(511)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(513)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(514)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(519)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(520)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(521)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(523)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(527)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(529)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(530)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(531)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(534)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(536)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(537)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(542)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(543)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(544)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(547)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(549)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(550)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(556)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(558)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(564)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(567)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(568)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(569)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(570)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(573)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(575)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(576)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(577)), {C=0.0010188487009679063, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(578)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(580)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(583)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(584)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(590)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(592)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(593)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(597)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(598)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(599)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(603)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(604)), {C=0.0011207335710646969, S=0.001069934831242097}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(607)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(608)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(609)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(610)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(611)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(613)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(614)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(616)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(617)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(618)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(619)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(620)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(622)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(626)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(629)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(631)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(634)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(642)), {C=0.0010188487009679063, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(644)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(645)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(648)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(650)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(656)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(660)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(662)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(664)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(665)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(668)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(670)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(671)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(673)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(675)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(676)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(678)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(681)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(682)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(683)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(684)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(685)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(688)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(689)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(690)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(692)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(693)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(696)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(699)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(701)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(704)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(706)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(707)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(708)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(709)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(714)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(718)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(724)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(729)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(731)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(732)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(735)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(739)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(748)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(749)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(750)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(754)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(763)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(765)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(767)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(774)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(778)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(779)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(783)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(784)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(789)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(796)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(797)), {C=0.0010188487009679063, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(803)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(804)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(805)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(808)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(811)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(815)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(823)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(825)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(830)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(833)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(837)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(838)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(839)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(840)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(842)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(845)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(847)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(848)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(850)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(851)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(853)), {C=0.0006113092205807438, S=0.0005836008170411438}
