(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(2)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(983)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(985)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(986)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(987)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(988)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(989)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(991)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(992)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(993)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(994)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(995)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(996)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(997)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(998)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(999)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1000)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1005)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1006)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1007)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1009)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1010)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1011)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1012)), {C=0.0018124150430448571, S=0.0011672016340822876}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1015)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1016)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1017)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1019)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1020)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1021)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1022)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1023)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1028)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1030)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1031)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1032)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1033)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1036)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1037)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1040)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1042)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1044)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1045)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1046)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1047)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1048)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1050)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1053)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1054)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1055)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1058)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1060)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1063)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1069)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1070)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1075)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1076)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1077)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1078)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1080)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1082)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1085)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1086)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1087)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1088)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1090)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1091)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1092)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1096)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1099)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1103)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1104)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1107)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1109)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1110)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1111)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1113)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1114)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1119)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1120)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1121)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1122)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1123)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1124)), {C=0.001963449629965262, S=0.0012644684369224784}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1125)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1126)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1127)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1128)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1130)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1131)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1134)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1136)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1137)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1138)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1139)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1143)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1145)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1147)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1148)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1152)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1153)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1156)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1157)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1158)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1161)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1162)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1164)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1165)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1166)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1171)), {C=0.002114484216885667, S=0.001361735239762669}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1172)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1173)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1174)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1176)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1182)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1184)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1187)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1188)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1192)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1194)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1195)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1198)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1199)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1200)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1201)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1204)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1205)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1208)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1209)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1210)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1211)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1216)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1218)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1219)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1220)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1221)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1222)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1223)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1224)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1227)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1228)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1230)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1231)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1232)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1233)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1235)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1237)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1239)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1240)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1241)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1242)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1243)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1245)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1246)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1248)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1249)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1251)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1252)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1255)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1256)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1258)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1259)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1260)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1261)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1263)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1265)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1268)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1269)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1270)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1271)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1272)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1273)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1275)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1276)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1278)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1279)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1282)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1287)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1288)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1290)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1291)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1292)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1293)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1295)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1297)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1298)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1299)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1301)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1302)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1303)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1305)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1306)), {C=0.0007551729346020238, S=0.00048633401420095323}
