(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(3)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1295)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1296)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1308)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1312)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1313)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1316)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1319)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1320)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1321)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1323)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1324)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1326)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1328)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1332)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1334)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1336)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1337)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1349)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1363)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1368)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1370)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1374)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1376)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1384)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1389)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1392)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1397)), {C=0.0008491667551215371, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1398)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1407)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1410)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1411)), {C=0.0009553125995117293, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1415)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1420)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1423)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1425)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1433)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1434)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1444)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1447)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1451)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1459)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1461)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1466)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1467)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1479)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1488)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1493)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1494)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1503)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1518)), {C=0.0008491667551215371, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1528)), {C=0.0008491667551215371, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1530)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1532)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1534)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1541)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1553)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(1558)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(3)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(4)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(9)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(10)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(12)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(26)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(27)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(28)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(30)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(31)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(35)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(36)), {C=0.0009553125995117293, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(41)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(42)), {C=0.0008491667551215371, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(44)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(48)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(50)), {C=0.0009553125995117293, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(52)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(59)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(65)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(67)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(70)), {C=0.0009553125995117293, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(74)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(76)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(90)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(95)), {C=0.0008491667551215371, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(107)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(108)), {C=0.0010614584439019212, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(113)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(115)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(121)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(126)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(133)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(140)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(145)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(162)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(164)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(170)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(174)), {C=0.0008491667551215371, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(175)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(180)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(185)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(189)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(194)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(199)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(203)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(220)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(253)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(256)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(259)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(260)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(269)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(271)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(274)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(293)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(294)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(296)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(299)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(304)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(309)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(320)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(326)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(329)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(333)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(337)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(343)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(347)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(351)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(358)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(359)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(366)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(368)), {C=0.0008491667551215371, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(375)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(376)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(379)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(380)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(382)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(384)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(385)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(386)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(395)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(396)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(402)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(404)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(406)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(410)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(413)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(414)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(416)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(417)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(421)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(422)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(423)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(425)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(428)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(436)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(438)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(440)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(442)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(443)), {C=0.0011676042882921135, S=0.001069934831242097}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(447)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(452)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(456)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(458)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(460)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(463)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(465)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(475)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(476)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(480)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(488)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(492)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(497)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(502)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(508)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(509)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(519)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(523)), {C=0.0008491667551215371, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(529)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(532)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(536)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(542)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(543)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(549)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(556)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(564)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(567)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(572)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(576)), {C=0.0007430209107313449, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(581)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(587)), {C=0.0009553125995117293, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(588)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(589)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(595)), {C=0.0006368750663411527, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(596)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(599)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(602)), {C=0.0005307292219509606, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(N))(marital_status(S)) --> (buy(607)), {C=0.0005307292219509606, S=0.00048633401420095323}
