(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(3)), {C=0.0009037959429604339, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(463)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(465)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(469)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(472)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(473)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(474)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(475)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(476)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(477)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(485)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(493)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(497)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(520)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(521)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(524)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(534)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(562)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(575)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(576)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(577)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(584)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(590)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(592)), {C=0.0008033741715203857, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(593)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(599)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(604)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(608)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(609)), {C=0.0008033741715203857, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(619)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(622)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(623)), {C=0.0008033741715203857, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(642)), {C=0.0008033741715203857, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(661)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(662)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(663)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(667)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(668)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(679)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(681)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(688)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(689)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(690)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(696)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(721)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(725)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(728)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(730)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(735)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(742)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(751)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(765)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(778)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(785)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(791)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(794)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(796)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(797)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(807)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(817)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(821)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(822)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(830)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(833)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(835)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(836)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(837)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(838)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(845)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(855)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(859)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(865)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(872)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(880)), {C=0.0008033741715203857, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(884)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(888)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(889)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(893)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(900)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(902)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(903)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(912)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(914)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(915)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(917)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(920)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(921)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(928)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(930)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(931)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(939)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(946)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(947)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(950)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(952)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(955)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(964)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(990)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(994)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(995)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1006)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1012)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1026)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1031)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1041)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1044)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1046)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1048)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1058)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1063)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1084)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1085)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1094)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1099)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1114)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1129)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1134)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1140)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1145)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1150)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1154)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1167)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1171)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1176)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1177)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1184)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1187)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1188)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1193)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1204)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1206)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1207)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1208)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1212)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1215)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1220)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1224)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1227)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1242)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1248)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1265)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1274)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1275)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1277)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1283)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1284)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1290)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1305)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1310)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1324)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1337)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1339)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1341)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1347)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1357)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1361)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1362)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1363)), {C=0.0008033741715203857, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1364)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1366)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1380)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1387)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1396)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1398)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1401)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1405)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1406)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1413)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1419)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1420)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1429)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1431)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1433)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1445)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1449)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1454)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1456)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1460)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1461)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1465)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1467)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1468)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1473)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1483)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1500)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1505)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1507)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1512)), {C=0.0006025306286402891, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1525)), {C=0.0007029524000803374, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1529)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1534)), {C=0.0008033741715203857, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1535)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1545)), {C=0.000502108857200241, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(S)) --> (buy(1550)), {C=0.0006025306286402891, S=0.0005836008170411438}
