(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(4)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(288)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(289)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(292)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(294)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(297)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(299)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(301)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(306)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(307)), {C=0.0011381272633212624, S=0.001069934831242097}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(312)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(313)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(316)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(317)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(318)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(320)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(321)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(326)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(328)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(331)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(334)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(336)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(337)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(339)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(340)), {C=0.0012415933781686496, S=0.0011672016340822876}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(343)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(344)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(345)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(348)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(349)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(350)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(352)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(353)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(358)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(360)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(361)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(367)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(368)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(369)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(371)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(375)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(376)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(377)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(383)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(388)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(389)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(390)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(391)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(393)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(394)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(400)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(402)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(404)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(406)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(407)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(408)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(410)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(412)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(413)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(414)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(415)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(416)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(421)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(424)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(426)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(431)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(433)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(441)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(442)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(443)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(446)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(447)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(450)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(454)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(455)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(457)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(459)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(460)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(461)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(462)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(463)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(464)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(470)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(471)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(472)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(473)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(474)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(476)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(477)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(478)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(479)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(480)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(481)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(482)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(483)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(485)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(486)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(487)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(489)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(490)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(492)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(497)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(499)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(500)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(502)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(504)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(510)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(511)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(512)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(513)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(514)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(519)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(520)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(523)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(527)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(528)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(529)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(536)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(537)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(540)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(541)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(542)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(543)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(546)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(547)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(549)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(551)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(553)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(555)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(559)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(560)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(564)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(565)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(567)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(568)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(569)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(570)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(571)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(572)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(573)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(576)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(577)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(580)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(581)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(582)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(583)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(584)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(585)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(593)), {C=0.0011381272633212624, S=0.001069934831242097}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(597)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(598)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(604)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(607)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(608)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(609)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(610)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(611)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(612)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(614)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(617)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(618)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(620)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(622)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(626)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(628)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(629)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(635)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(638)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(642)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(643)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(645)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(648)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(650)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(654)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(656)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(659)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(660)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(664)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(665)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(668)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(670)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(671)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(673)), {C=0.0011381272633212624, S=0.001069934831242097}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(675)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(676)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(681)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(682)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(683)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(684)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(685)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(690)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(691)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(692)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(693)), {C=0.0010346611484738748, S=0.0009726680284019065}
