(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(2)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1442)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1448)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1449)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1452)), {C=0.0011179997967273097, S=0.001069934831242097}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1453)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1454)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1455)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1458)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1459)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1460)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1461)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1463)), {C=0.0009147271064132534, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1464)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1467)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1470)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1472)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1473)), {C=0.0009147271064132534, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1475)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1476)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1478)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1479)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1480)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1490)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1494)), {C=0.0008130907612562253, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1495)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1496)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1498)), {C=0.0009147271064132534, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1499)), {C=0.0009147271064132534, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1504)), {C=0.0010163634515702815, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1505)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1506)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1515)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1516)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1517)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1519)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1522)), {C=0.0010163634515702815, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1526)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1527)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1528)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1530)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1533)), {C=0.0012196361418843377, S=0.0011672016340822876}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1535)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1536)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1538)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1543)), {C=0.0010163634515702815, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1546)), {C=0.000711454416099197, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1552)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1554)), {C=0.0005081817257851408, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1555)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1556)), {C=0.0006098180709421688, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(High School Degree))(marital_status(M)) --> (buy(1558)), {C=0.000711454416099197, S=0.0006808676198813345}
