(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(2)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(984)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(986)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(989)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(990)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(991)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(994)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(995)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(996)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(997)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(998)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(999)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1000)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1001)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1002)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1005)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1006)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1008)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1009)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1010)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1012)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1013)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1014)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1017)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1018)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1020)), {C=0.0012131014961585117, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1021)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1022)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1024)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1026)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1027)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1028)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1029)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1031)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1034)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1036)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1037)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1038)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1041)), {C=0.0013141932875050544, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1042)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1045)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1046)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1047)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1053)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1055)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1056)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1057)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1059)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1061)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1062)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1063)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1064)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1070)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1072)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1073)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1075)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1079)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1080)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1083)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1084)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1085)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1087)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1091)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1092)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1093)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1094)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1096)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1097)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1098)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1100)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1101)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1102)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1103)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1106)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1111)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1112)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1113)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1114)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1115)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1118)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1120)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1121)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1124)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1125)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1127)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1129)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1131)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1134)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1135)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1136)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1137)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1141)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1144)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1145)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1148)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1149)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1150)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1153)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1154)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1155)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1156)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1158)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1159)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1160)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1161)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1165)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1167)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1170)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1172)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1174)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1175)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1176)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1177)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1180)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1181)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1182)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1183)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1184)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1185)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1187)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1188)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1190)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1191)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1195)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1197)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1198)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1199)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1201)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1203)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1204)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1207)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1208)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1210)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1211)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1215)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1216)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1217)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1218)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1220)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1221)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1224)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1225)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1229)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1230)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1233)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1235)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1236)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1242)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1243)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1245)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1246)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1247)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1248)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1250)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1251)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1252)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1253)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1254)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1256)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1257)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1259)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1260)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1263)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1265)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1266)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1267)), {C=0.0011120097048119692, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1271)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1272)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1273)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1274)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1275)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1276)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1278)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1279)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1280)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1281)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1282)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1283)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1285)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1288)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1289)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1291)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1292)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1294)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1298)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1299)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1300)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1301)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1302)), {C=0.0005054589567327133, S=0.00048633401420095323}
