(gender(Female)) --> (buy(1)), {C=0.00274671375318815, S=0.001361735239762669}
(gender(Female)) --> (buy(999)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1000)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1001)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1002)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1003)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1004)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1005)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1006)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1007)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1008)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1009)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1010)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1011)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1012)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1013)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1014)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1015)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1016)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1017)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1018)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(1019)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1020)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1021)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1022)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1023)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1024)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1025)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1026)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1027)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1028)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1029)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1030)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1031)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1032)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1033)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1034)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1035)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(1036)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1037)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1038)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1039)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1040)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1041)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1042)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1043)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1044)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1045)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1046)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1047)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1048)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1049)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1050)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1051)), {C=0.0029429075927015894, S=0.0014590020426028597}
(gender(Female)) --> (buy(1052)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1053)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1054)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1055)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1056)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1057)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1058)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1059)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1060)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1061)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1062)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1063)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1064)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1065)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1066)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1067)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1068)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1069)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1070)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1071)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1072)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1073)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1074)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1075)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1076)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1077)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1078)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1079)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1080)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1081)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1082)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1083)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1084)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1085)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1086)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1087)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1088)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1089)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1090)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1091)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1092)), {C=0.007651559741024131, S=0.003793405310767435}
(gender(Female)) --> (buy(1093)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1094)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1095)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1096)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1097)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1098)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1099)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1100)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1101)), {C=0.00274671375318815, S=0.001361735239762669}
(gender(Female)) --> (buy(1102)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1103)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1104)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1105)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1106)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1107)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1108)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1109)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1110)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1111)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1112)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1113)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1114)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1115)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(1116)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(1117)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1118)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1119)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1120)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1121)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1122)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1123)), {C=0.007651559741024131, S=0.003793405310767435}
(gender(Female)) --> (buy(1124)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1125)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1126)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1127)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1128)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1129)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1130)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1131)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1132)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1133)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1134)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1135)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1136)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1137)), {C=0.0029429075927015894, S=0.0014590020426028597}
(gender(Female)) --> (buy(1138)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1139)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1140)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1141)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1142)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1143)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1144)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1145)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1146)), {C=0.0029429075927015894, S=0.0014590020426028597}
(gender(Female)) --> (buy(1147)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1148)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1149)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1150)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1151)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1152)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1153)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1154)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1155)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1156)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1157)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1158)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1159)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1160)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1161)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1162)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1163)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1164)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1165)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1166)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1167)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1168)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1169)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1170)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(1171)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1172)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1173)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1174)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1175)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1176)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1177)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1178)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(1179)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1180)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1181)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(1182)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1183)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1184)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1185)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1186)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1187)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1188)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(1189)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1190)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1191)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1192)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1193)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1194)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1195)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1196)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1197)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1198)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1199)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1200)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1201)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1202)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1203)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1204)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1205)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1206)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1207)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1208)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1209)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1210)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1211)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1212)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1213)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1214)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1215)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1216)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1217)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1218)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1219)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1220)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1221)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1222)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1223)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1224)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1225)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1226)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1227)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1228)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1229)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1230)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1231)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1232)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1233)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1234)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1235)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1236)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1237)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1238)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1239)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1240)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1241)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1242)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1243)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1244)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1245)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1246)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1247)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1248)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1249)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1250)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1251)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1252)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1253)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1254)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1255)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1256)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1257)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1258)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1259)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1260)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1261)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1262)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1263)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1264)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1265)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1266)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1267)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1268)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1269)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1270)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1271)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1272)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1273)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1274)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1275)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1276)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1277)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1278)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(1279)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1280)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1281)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1282)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1283)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1284)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1285)), {C=0.0033352952717284677, S=0.001653535648283241}
(gender(Female)) --> (buy(1286)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1287)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1288)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1289)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1290)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1291)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1292)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1293)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1294)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1295)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1296)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1297)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1298)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1299)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1300)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1301)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1302)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1303)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1304)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1305)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1306)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1307)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1308)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1309)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1310)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1311)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1312)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1313)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1314)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1315)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1316)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1317)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1318)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(1319)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1320)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1321)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(1322)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1323)), {C=0.004512458308809104, S=0.0022371364653243847}
