(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(2)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(982)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(983)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(984)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(990)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(993)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(995)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(996)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(998)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1000)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1001)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1002)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1003)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1004)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1005)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1007)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1009)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1012)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1013)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1015)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1017)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1018)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1019)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1022)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1024)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1030)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1034)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1035)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1036)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1037)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1038)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1039)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1040)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1041)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1043)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1044)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1046)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1047)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1048)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1049)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1054)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1055)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1057)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1059)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1061)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1062)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1063)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1066)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1068)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1071)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1074)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1078)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1082)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1084)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1086)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1087)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1091)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1095)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1098)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1099)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1100)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1101)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1104)), {C=0.0012935216125902768, S=0.0011672016340822876}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1105)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1107)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1108)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1113)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1117)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1119)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1120)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1123)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1124)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1126)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1127)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1128)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1129)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1130)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1133)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1134)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1135)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1138)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1142)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1145)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1146)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1148)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1150)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1151)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1152)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1155)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1157)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1160)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1162)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1163)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1164)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1165)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1167)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1170)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1171)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1172)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1178)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1179)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1181)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1182)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1185)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1186)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1188)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1189)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1190)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1191)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1192)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1193)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1195)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1196)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1197)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1198)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1199)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1200)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1203)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1204)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1205)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1206)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1207)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1208)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1209)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1211)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1213)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1217)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1218)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1219)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1221)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1222)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1224)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1225)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1226)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1227)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1228)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1230)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1231)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1232)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1234)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1238)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1241)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1243)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1244)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1245)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1246)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1250)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1251)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1254)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1255)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1258)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1261)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1262)), {C=0.0011857281448744207, S=0.001069934831242097}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1269)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1271)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1272)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1275)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1276)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1278)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1279)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1281)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1282)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1284)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1287)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1288)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1289)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1290)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1295)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1297)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1305)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1307)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1308)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1311)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1312)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1313)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1314)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1315)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1316)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1317)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1319)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1322)), {C=0.0010779346771585643, S=0.0009726680284019065}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1323)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1326)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1327)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1331)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1332)), {C=0.0008623477417268514, S=0.0007781344227215252}
