(gender(Male))(yearly_salary($10K - $30K)) --> (buy(4)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(990)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(991)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(992)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(994)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(995)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(996)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(999)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1000)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1002)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1003)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1005)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1006)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1007)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1008)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1010)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1011)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1012)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1013)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1014)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1015)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1016)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1017)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1018)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1019)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1022)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1023)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1024)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1025)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1026)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1029)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1030)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1031)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1032)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1033)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1034)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1035)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1036)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1038)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1040)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1042)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1043)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1044)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1045)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1048)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1049)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1050)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1052)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1053)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1054)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1056)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1057)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1058)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1062)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1063)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1064)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1065)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1066)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1067)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1068)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1070)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1072)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1076)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1078)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1079)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1080)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1081)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1082)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1083)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1084)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1085)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1088)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1089)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1091)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1092)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1095)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1099)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1100)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1101)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1102)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1103)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1104)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1105)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1106)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1110)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1113)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1114)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1118)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1119)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1122)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1123)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1125)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1126)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1129)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1130)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1134)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1136)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1137)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1138)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1139)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1140)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1142)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1143)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1144)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1145)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1146)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1147)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1148)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1149)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1151)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1152)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1154)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1156)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1158)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1159)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1162)), {C=0.0022246941045606225, S=0.001361735239762669}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1163)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1164)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1166)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1167)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1169)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1170)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1171)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1172)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1173)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1174)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1175)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1176)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1177)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1178)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1179)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1181)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1182)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1183)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1184)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1185)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1186)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1187)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1188)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1190)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1192)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1193)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1194)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1196)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1197)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1198)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1199)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1200)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1201)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1202)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1203)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1204)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1205)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1206)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1208)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1209)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1210)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1212)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1213)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1214)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1218)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1219)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1220)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1221)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1222)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1223)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1224)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1227)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1228)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1229)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1230)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1231)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1232)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1233)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1234)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1235)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1236)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1237)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1239)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1242)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1246)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1248)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1249)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1251)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1252)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1253)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1254)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1256)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1257)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1258)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1263)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1265)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1266)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1267)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1268)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1270)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1271)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1272)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1273)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1275)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1277)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1278)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1280)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1281)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1283)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1285)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1286)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1287)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1288)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1290)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1291)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1292)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1293)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1294)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1295)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1296)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1297)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1298)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1299)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1300)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1301)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1302)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1303)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1304)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1305)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1307)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1308)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1309)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1310)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1313)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1314)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1316)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1317)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1319)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1320)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1321)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1323)), {C=0.0009534403305259811, S=0.0005836008170411438}
