(gender(Female))(yearly_salary($10K - $30K)) --> (buy(2)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1045)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1046)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1048)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1052)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1053)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1054)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1055)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1056)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1058)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1059)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1060)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1061)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1062)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1063)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1064)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1065)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1066)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1067)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1069)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1072)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1073)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1074)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1075)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1076)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1077)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1078)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1080)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1081)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1082)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1083)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1086)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1087)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1088)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1089)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1090)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1091)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1092)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1095)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1097)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1098)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1099)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1100)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1102)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1103)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1105)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1106)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1107)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1110)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1116)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1121)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1123)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1124)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1126)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1127)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1128)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1129)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1131)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1132)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1133)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1134)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1135)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1136)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1138)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1140)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1141)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1143)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1147)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1148)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1149)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1150)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1152)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1153)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1154)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1155)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1156)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1158)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1159)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1160)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1161)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1162)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1163)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1165)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1166)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1168)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1169)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1170)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1171)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1173)), {C=0.002254428341384863, S=0.001361735239762669}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1177)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1178)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1179)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1180)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1183)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1184)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1185)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1190)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1191)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1192)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1196)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1198)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1201)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1202)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1206)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1208)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1209)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1212)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1213)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1215)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1217)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1218)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1219)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1222)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1223)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1226)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1227)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1228)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1229)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1231)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1233)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1234)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1235)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1237)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1238)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1239)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1240)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1241)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1243)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1245)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1246)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1247)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1248)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1249)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1250)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1251)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1252)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1254)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1258)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1261)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1262)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1264)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1265)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1266)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1267)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1268)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1269)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1270)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1271)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1273)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1274)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1275)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1276)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1277)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1278)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1279)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1280)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1281)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1282)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1283)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1284)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1285)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1286)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1287)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1288)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1291)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1292)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1294)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1298)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1299)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1300)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1304)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1305)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1306)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1307)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1308)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1309)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1313)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1314)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1315)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1317)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1319)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1320)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1322)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1323)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1324)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1327)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1328)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1329)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1331)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1333)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1335)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1336)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1338)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1340)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1341)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1343)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1344)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1345)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1346)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1347)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1349)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1350)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1351)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1352)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1353)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1354)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1355)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1356)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1358)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1359)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1360)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1364)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1365)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1367)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1368)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1369)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1370)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1371)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1372)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1373)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1374)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1375)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1376)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1377)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1378)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1380)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1384)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1387)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1388)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1389)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1392)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1394)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1395)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1396)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1398)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1400)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1403)), {C=0.0009661835748792269, S=0.0005836008170411438}
