(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(2)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1253)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1254)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1255)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1256)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1257)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1259)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1260)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1265)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1267)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1268)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1269)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1272)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1273)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1274)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1275)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1276)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1279)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1280)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1281)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1282)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1283)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1288)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1289)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1290)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1291)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1295)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1296)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1297)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1300)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1302)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1305)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1310)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1311)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1313)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1320)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1324)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1326)), {C=0.0014117647058823528, S=0.0011672016340822876}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1327)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1330)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1332)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1336)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1337)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1338)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1339)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1343)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1344)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1346)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1348)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1349)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1351)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1353)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1354)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1356)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1357)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1358)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1359)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1361)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1362)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1363)), {C=0.0012941176470588236, S=0.001069934831242097}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1364)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1365)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1366)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1367)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1368)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1370)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1372)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1376)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1378)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1380)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1381)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1383)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1384)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1385)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1389)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1390)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1392)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1393)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1394)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1396)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1397)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1402)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1403)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1405)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1408)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1409)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1410)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1411)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1413)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1416)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1418)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1422)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1423)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1425)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1426)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1428)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1429)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1430)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1431)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1434)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1435)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1436)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1437)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1438)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1439)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1443)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1444)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1445)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1446)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1447)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1448)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1452)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1453)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1457)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1458)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1459)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1460)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1462)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1464)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1466)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1468)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1469)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1470)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1471)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1472)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1475)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1477)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1482)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1484)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1487)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1489)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1490)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1491)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1492)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1499)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1500)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1501)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1503)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1505)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1506)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1510)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1512)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1513)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1514)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1516)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1518)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1523)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1524)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1526)), {C=0.0012941176470588236, S=0.001069934831242097}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1527)), {C=0.0011764705882352942, S=0.0009726680284019065}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1528)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1529)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1534)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1538)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1539)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1540)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1545)), {C=0.0007058823529411764, S=0.0005836008170411438}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1554)), {C=0.0009411764705882354, S=0.0007781344227215252}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1555)), {C=0.0010588235294117648, S=0.0008754012255617158}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1556)), {C=0.0008235294117647059, S=0.0006808676198813345}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1557)), {C=0.0005882352941176471, S=0.00048633401420095323}
(gender(Male))(yearly_salary($30K - $50K))(marital_status(S)) --> (buy(1558)), {C=0.0011764705882352942, S=0.0009726680284019065}
