(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(2)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1190)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1191)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1193)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1196)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1197)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1199)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1200)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1203)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1205)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1206)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1209)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1210)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1211)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1217)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1221)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1222)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1226)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1227)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1229)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1234)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1235)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1239)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1242)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1244)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1245)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1246)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1254)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1256)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1257)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1259)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1260)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1262)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1264)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1265)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1266)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1271)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1275)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1277)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1280)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1282)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1283)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1287)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1289)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1293)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1295)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1296)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1299)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1301)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1302)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1303)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1305)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1308)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1309)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1311)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1315)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1320)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1321)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1328)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1330)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1334)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1336)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1337)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1339)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1340)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1342)), {C=0.0012118763886083618, S=0.0011672016340822876}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1343)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1344)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1345)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1346)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1349)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1350)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1353)), {C=0.0012118763886083618, S=0.0011672016340822876}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1355)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1356)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1358)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1359)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1360)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1361)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1362)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1363)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1366)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1367)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1371)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1372)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1374)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1376)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1380)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1382)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1386)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1387)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1388)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1392)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1394)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1399)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1402)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1403)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1405)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1406)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1407)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1408)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1409)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1410)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1411)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1412)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1413)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1415)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1416)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1417)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1420)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1421)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1422)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1423)), {C=0.001110886689557665, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1424)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1425)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1426)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1427)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1429)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1431)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1432)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1434)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1438)), {C=0.0010098969905069683, S=0.0009726680284019065}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1439)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1440)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1441)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1442)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1444)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1445)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1446)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1451)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1452)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1453)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1454)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1458)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1460)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1461)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1462)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1463)), {C=0.001110886689557665, S=0.001069934831242097}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1464)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1466)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1467)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1469)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1472)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1473)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1474)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1475)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1476)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1477)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1479)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1481)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1482)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1483)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1487)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1489)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1492)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1494)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1495)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1498)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1499)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1500)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1501)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1502)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1505)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1506)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1508)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1509)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1510)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1512)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1515)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1516)), {C=0.0012118763886083618, S=0.0011672016340822876}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1517)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1518)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1520)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1523)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1525)), {C=0.0009089072914562715, S=0.0008754012255617158}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1526)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1527)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1531)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1533)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1535)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1536)), {C=0.0005049484952534841, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1537)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1538)), {C=0.0008079175924055747, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1539)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1540)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1543)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1544)), {C=0.0006059381943041809, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1546)), {C=0.0007069278933548777, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1549)), {C=0.0005049484952534841, S=0.00048633401420095323}
