(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(9)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1376)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1377)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1378)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1380)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1381)), {C=0.0011353080813293426, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1383)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1385)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1389)), {C=0.0011353080813293426, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1392)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1393)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1394)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1396)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1401)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1402)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1403)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1408)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1411)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1413)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1414)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1418)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1419)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1422)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1423)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1424)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1425)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1426)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1427)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1429)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1431)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1434)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1435)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1436)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1438)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1439)), {C=0.000928888430178553, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1443)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1444)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1446)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1447)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1448)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1452)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1453)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1457)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1458)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1460)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1464)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1466)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1467)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1470)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1471)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1477)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1482)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1486)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1487)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1489)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1492)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1495)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1498)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1499)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1501)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1503)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1504)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1512)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1513)), {C=0.0008256786046031583, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1517)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1523)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1525)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1526)), {C=0.001032098255753948, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1527)), {C=0.0011353080813293426, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1528)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1529)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1536)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1538)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1539)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1545)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1547)), {C=0.0007224687790277634, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1554)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1555)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1556)), {C=0.0006192589534523686, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1557)), {C=0.000516049127876974, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(N)) --> (buy(1558)), {C=0.0007224687790277634, S=0.0006808676198813345}
