(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(3)), {C=0.0011237102870569006, S=0.001069934831242097}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(423)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(425)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(426)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(427)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(434)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(436)), {C=0.0009193993257738277, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(442)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(443)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(446)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(447)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(452)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(453)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(460)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(462)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(463)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(472)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(473)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(474)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(475)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(476)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(477)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(481)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(484)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(486)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(488)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(489)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(492)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(497)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(502)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(508)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(516)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(519)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(520)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(525)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(527)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(536)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(537)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(542)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(543)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(544)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(550)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(558)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(559)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(562)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(564)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(567)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(573)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(575)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(576)), {C=0.0010215548064153642, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(577)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(581)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(584)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(587)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(593)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(595)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(597)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(599)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(603)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(604)), {C=0.0013280212483399733, S=0.0012644684369224784}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(607)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(619)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(620)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(631)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(642)), {C=0.0010215548064153642, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(645)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(646)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(648)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(650)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(652)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(656)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(659)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(660)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(662)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(670)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(671)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(672)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(673)), {C=0.0009193993257738277, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(675)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(676)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(678)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(679)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(680)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(683)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(684)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(692)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(693)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(696)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(704)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(718)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(719)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(724)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(725)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(735)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(749)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(750)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(763)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(765)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(774)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(779)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(783)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(784)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(797)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(804)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(805)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(808)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(813)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(818)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(822)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(825)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(830)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(832)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(837)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(838)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(839)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(840)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(848)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(849)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(850)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(851)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(858)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(859)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(863)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(864)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(869)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(873)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(874)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(875)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(878)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(880)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(882)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(887)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(889)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(891)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(892)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(896)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(898)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(900)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(901)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(903)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(908)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(916)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(917)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(920)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(924)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(926)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(928)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(929)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(930)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(933)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(939)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(940)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(941)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(946)), {C=0.0009193993257738277, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(947)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(950)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(955)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(962)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(963)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(964)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(967)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(969)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(973)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(975)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(976)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(977)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(980)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(981)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(982)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(995)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(998)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1005)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1006)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1007)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1009)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1011)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1012)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1014)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1018)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1020)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1024)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1038)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1044)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1046)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1049)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1050)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1055)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1057)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1063)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1064)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1065)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1074)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1080)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1083)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1085)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1088)), {C=0.0006129328838492185, S=0.0005836008170411438}
