(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(4)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1400)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1409)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1412)), {C=0.0009450803318282055, S=0.0008754012255617158}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1416)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1419)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1420)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1421)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1422)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1423)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1424)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1425)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1429)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1431)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1433)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1434)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1436)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1440)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1441)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1443)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1447)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1448)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1449)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1451)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1452)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1453)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1454)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1455)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1456)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1457)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1458)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1461)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1463)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1467)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1469)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1477)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1478)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1479)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1482)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1483)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1485)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1491)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1492)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1494)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1495)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1496)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1497)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1498)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1499)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1501)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1502)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1507)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1510)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1511)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1512)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1515)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1516)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1520)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1523)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1529)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1530)), {C=0.0010500892575868949, S=0.0009726680284019065}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1531)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1532)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1533)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1536)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1539)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1540)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1543)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1544)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1545)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1546)), {C=0.0010500892575868949, S=0.0009726680284019065}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1547)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1549)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1550)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1552)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1553)), {C=0.000840071406069516, S=0.0007781344227215252}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1554)), {C=0.0007350624803108264, S=0.0006808676198813345}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1555)), {C=0.0005250446287934474, S=0.00048633401420095323}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1556)), {C=0.000630053554552137, S=0.0005836008170411438}
(country(USA))(member card(Golden))(house_owner(Y))(marital_status(M)) --> (buy(1557)), {C=0.000630053554552137, S=0.0005836008170411438}
