(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(7)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1474)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1479)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1480)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1483)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1485)), {C=0.0012492192379762648, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1488)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1491)), {C=0.0014574224443056423, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1494)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1498)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1504)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1514)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1519)), {C=0.0012492192379762648, S=0.0005836008170411438}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1522)), {C=0.0014574224443056423, S=0.0006808676198813345}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1555)), {C=0.0010410160316468874, S=0.00048633401420095323}
(age_group(MiddleAdults))(yearly_salary($10K - $30K))(education(Partial High School)) --> (buy(1556)), {C=0.0010410160316468874, S=0.00048633401420095323}
