(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(2)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1403)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1405)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1406)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1407)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1409)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1410)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1411)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1412)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1414)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1415)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1416)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1420)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1421)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1423)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1424)), {C=0.0012514220705346984, S=0.001069934831242097}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1425)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1426)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1428)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1430)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1432)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1434)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1435)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1436)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1438)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1440)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1442)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1443)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1444)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1449)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1450)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1452)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1453)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1454)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1455)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1458)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1461)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1463)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1464)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1465)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1467)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1470)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1472)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1473)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1475)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1476)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1477)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1478)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1479)), {C=0.0007963594994311717, S=0.0006808676198813345}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1483)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1487)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1488)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1489)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1494)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1495)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1497)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1498)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1499)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1500)), {C=0.0012514220705346984, S=0.001069934831242097}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1502)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1504)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1507)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1509)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1510)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1512)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1515)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1516)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1525)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1527)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1530)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1533)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1535)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1536)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1537)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1538)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1543)), {C=0.0010238907849829352, S=0.0008754012255617158}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1544)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1546)), {C=0.0011376564277588168, S=0.0009726680284019065}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1549)), {C=0.00068259385665529, S=0.0005836008170411438}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1552)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1554)), {C=0.0009101251422070534, S=0.0007781344227215252}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1555)), {C=0.0005688282138794084, S=0.00048633401420095323}
(gender(Female))(education(High School Degree))(house_owner(Y)) --> (buy(1556)), {C=0.00068259385665529, S=0.0005836008170411438}
