(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(6)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1468)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1470)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1471)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1473)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1475)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1477)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1478)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1479)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1480)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1483)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1485)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1486)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1487)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1489)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1494)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1499)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1504)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1505)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1509)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1510)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1511)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1512)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1515)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1523)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1524)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1525)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1528)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1530)), {C=0.0009075439591605219, S=0.0007781344227215252}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1536)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1538)), {C=0.001474758933635848, S=0.0012644684369224784}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1539)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1546)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1547)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1548)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1550)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1552)), {C=0.0005672149744753262, S=0.00048633401420095323}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1553)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1554)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1556)), {C=0.0007941009642654565, S=0.0006808676198813345}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1557)), {C=0.0006806579693703913, S=0.0005836008170411438}
(gender(Male))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1558)), {C=0.0009075439591605219, S=0.0007781344227215252}
