(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(2)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1448)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1449)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1450)), {C=0.0010277492291880781, S=0.0008754012255617158}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1452)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1453)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1454)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1458)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1463)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1464)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1465)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1470)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1471)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1472)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1475)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1479)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1480)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1482)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1484)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1485)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1486)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1487)), {C=0.0009135548703894028, S=0.0007781344227215252}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1491)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1492)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1493)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1494)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1496)), {C=0.0012561379467854288, S=0.001069934831242097}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1501)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1502)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1503)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1506)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1508)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1509)), {C=0.0010277492291880781, S=0.0008754012255617158}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1511)), {C=0.0010277492291880781, S=0.0008754012255617158}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1513)), {C=0.0011419435879867536, S=0.0009726680284019065}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1516)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1517)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1518)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1519)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1520)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1521)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1523)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1526)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1527)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1532)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1533)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1534)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1536)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1538)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1546)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1547)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1548)), {C=0.000685166152792052, S=0.0005836008170411438}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1552)), {C=0.0005709717939933768, S=0.00048633401420095323}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1554)), {C=0.0007993605115907274, S=0.0006808676198813345}
(gender(Female))(education(Bachelors Degree))(house_owner(Y)) --> (buy(1555)), {C=0.0010277492291880781, S=0.0008754012255617158}
